calories,carbs,category,name,restaurant
970,80,Burgers,Big Mouth Burger Bites w/ Fries,Chili's
2120,163,Burgers,Big Mouth® Bites w/ Ranch with fries,Chili's
200,25,Sides,Black Bean Patty Only,Chili's
100,18,Sides,Black Beans,Chili's
990,48,Salads,Boneless Buffalo Chicken Salad,Chili's
1490,94,Appetizers,Boneless Buffalo Wings w/ Bleu Cheese,Chili's
1020,125,Appetizers,Bottomless Tostada Chips w/ Salsa,Chili's
230,16,Soups,Broccoli Cheese Soup,Chili's
110,8,Soups,Broccoli Cheese Soup,Chili's
1290,195,Desserts,Brownie Sundae,Chili's
1410,143,Sandwiches,Buffalo Chicken Ranch Sandwich on White Bun with fries,Chili's
1500,124,Entrees,Cajun Pasta w/ Grilled Chicken,Chili's
870,71,Entrees,Cajun Pasta w/ Grilled Chicken (Lunch Combo),Chili's
1480,125,Entrees,Cajun Pasta w/ Grilled Shrimp,Chili's
740,73,Sandwiches,California Club Sandwich w/ Fries,Chili's
1490,147,Sandwiches,California Club Sandwich w/ fries,Chili's
610,65,Salads,Caribbean Salad w/ Grilled Chicken,Chili's
620,66,Salads,Caribbean Salad w/ Grilled Shrimp,Chili's
70,1,Sides,"Cheese, American",Chili's
80,0,Sides,"Cheese, Cheddar",Chili's
80,0,Sides,"Cheese, Provolone",Chili's
80,1,Sides,"Cheese, Swiss",Chili's
710,68,Desserts,Cheesecake,Chili's
200,21,Soups,Chicken & Green Chile Soup,Chili's
100,11,Soups,Chicken & Green Chile Soup,Chili's
650,26,Salads,Chicken Caesar Salad,Chili's
1260,120,Tacos,Chicken Club Tacos,Chili's
1350,129,Chicken,Chicken Crispers® w/ Honey Mustard,Chili's
400,23,Soups,Chicken Enchilada,Chili's
400,23,Soups,Chicken Enchilada Soup,Chili's
200,11,Soups,Chicken Enchilada Soup,Chili's
360,24,Fajitas,Chicken Fajitas – w/o Tortillas and Condiments,Chili's
360,17,Soups,Chili’s Terlingua Chili w/ Toppings,Chili's
940,65,Entrees,1 Breast Dinner,Bojangle's Famous Chicken 'n Biscuits
940,65,Entrees,1 Breast Dinner,Bojangle's Famous Chicken 'n Biscuits
5300,327,Entrees,12 piece & 6 biscuit box (serves 5-7),Bojangle's Famous Chicken 'n Biscuits
2230,228,Entrees,12 piece Supremes box (serves 3-5),Bojangle's Famous Chicken 'n Biscuits
1380,77,Entrees,2 Breast Dinner,Bojangle's Famous Chicken 'n Biscuits
1380,77,Entrees,2 Breast Dinner,Bojangle's Famous Chicken 'n Biscuits
180,9,Soups,Chili’s Terlingua Chili w/ Toppings,Chili's
1250,163,Desserts,Chocolate Chip Paradise Pie,Chili's
280,48,Sides,Cinnamon Apples,Chili's
1570,125,Burgers,Classic Bacon Burger w/ fries,Chili's
1440,81,Appetizers,Classic Nachos (12),Chili's
980,55,Appetizers,Classic Nachos (8),Chili's
1720,86,Appetizers,Classic Nachos – Beef (12),Chili's
1170,59,Appetizers,Classic Nachos – Beef (8),Chili's
1670,83,Appetizers,Classic Nachos – Chicken (12),Chili's
1140,57,Appetizers,Classic Nachos – Chicken (8),Chili's
1010,59,Entrees,Classic Sirloin,Chili's
360,7,Entrees,Classic Sirloin (Lunch Combo),Chili's
1340,138,Sandwiches,Classic Turkey Sandwich w/ fries,Chili's
690,69,Sandwiches,Classic Turkey Sandwich w/ Fries (Lunch Combo),Chili's
710,22,Salads,Cobb Salad,Chili's
240,15,Sides,Cole Slaw,Chili's
1270,120,Entrees,Country-Fried Steak,Chili's
1210,125,Chicken,Crispy Chicken Crispers® No Dressing,Chili's
1630,171,Tacos,Crispy Chicken Tacos,Chili's
1660,196,Chicken,Crispy Honey-Chipotle Chicken Crispers® w/ Ranch,Chili's
1050,71,Appetizers,Crispy Onion String & Jalapeno Stack w/ Ranch,Chili's
1095,75,Entrees,2 piece Dinner (breast & wing),Bojangle's Famous Chicken 'n Biscuits
1095,75,Entrees,2 piece Dinner (breast & wing),Bojangle's Famous Chicken 'n Biscuits
1100,74,Entrees,2 piece Dinner (leg & thigh),Bojangle's Famous Chicken 'n Biscuits
1100,74,Entrees,2 piece Dinner (leg & thigh),Bojangle's Famous Chicken 'n Biscuits
680,69,Kid's Meals,2 Piece Supremes Kids’ Meal,Bojangle's Famous Chicken 'n Biscuits
840,66,Breakfast,2 Sausage Biscuits,Bojangle's Famous Chicken 'n Biscuits
8820,545,Entrees,20 piece & 10 biscuit box serves 9-11),Bojangle's Famous Chicken 'n Biscuits
1470,86,Entrees,3 piece Dinner (leg & 2 thighs),Bojangle's Famous Chicken 'n Biscuits
1470,86,Entrees,3 piece Dinner (leg & 2 thighs),Bojangle's Famous Chicken 'n Biscuits
1090,83,Entrees,3 wing Dinner,Bojangle's Famous Chicken 'n Biscuits
1090,83,Entrees,3 wing Dinner,Bojangle's Famous Chicken 'n Biscuits
1500,174,Tacos,Crispy Shrimp Tacos,Chili's
190,3,Sides,"Dressing, Ancho Chile Ranch",Chili's
140,3,Sides,"Dressing, Avocado Ranch",Chili's
240,1,Sides,"Dressing, Bleu Cheese",Chili's
250,6,Sides,"Dressing, Citrus Balsamic Vinaigrette",Chili's
200,13,Sides,"Dressing, Honey Lime",Chili's
200,1,Sides,"Dressing, Honey Mustard",Chili's
70,11,Sides,"Dressing, Honey Mustard No Fat",Chili's
80,9,Sides,"Dressing, Low Fat Ranch",Chili's
180,2,Sides,"Dressing, Ranch",Chili's
730,70,Sandwiches,Fajita Chicken Sandwich w/ Fries,Chili's
530,30,Fajitas,Fajita Trio – w/o Tortillas and Condiments,Chili's
1400,151,Appetizers,Fire-Grilled Corn Guacamole w/ Chips,Chili's
1570,57,Entrees,Flame-Grilled Ribeye,Chili's
660,54,Appetizers,Fried Cheese w/ Marinara Sauce,Chili's
270,25,Entrees,Fried Shrimp w/ Cocktail Sauce,Chili's
990,108,Seafood,Fried Shrimp w/ Cocktail Sauce,Chili's
690,92,Shakes,Frosty Chocolate Shake,Chili's
370,20,Entrees,GG Classic Sirloin,Chili's
610,78,Sandwiches,GG Grilled Chicken Sandwich w/ Steamed Broccoli & fries,Chili's
480,37,Seafood,GG Salmon w/ Garlic & Herbs,Chili's
680,80,Sandwiches,GG Santa Fe Chicken Wrap w/ Steamed Broccoli & fries,Chili's
30,4,Sides,"Gravy, Black Pepper",Chili's
3534,218,Entrees,8 piece & 4 biscuit box (serves 3-5),Bojangle's Famous Chicken 'n Biscuits
550,35,Breakfast,"Bacon, Egg & Cheese",Bojangle's Famous Chicken 'n Biscuits
375,55,Desserts,Bo-Berry Biscuit,Bojangle's Famous Chicken 'n Biscuits
230,24,Sides,Bo-Tato Rounds,Bojangle's Famous Chicken 'n Biscuits
350,35,Sides,Bo-Tato Rounds,Bojangle's Famous Chicken 'n Biscuits
580,59,Sides,Bo-Tato Rounds,Bojangle's Famous Chicken 'n Biscuits
110,20,Sides,Bojangles Cajun Pintos,Bojangle's Famous Chicken 'n Biscuits
380,70,Sides,Bojangles Cajun Pintos,Bojangle's Famous Chicken 'n Biscuits
165,24,Sides,Bojangles’ Dirty Rice,Bojangle's Famous Chicken 'n Biscuits
570,83,Sides,Bojangles’ Dirty Rice,Bojangle's Famous Chicken 'n Biscuits
440,12,Chicken,Breast,Bojangle's Famous Chicken 'n Biscuits
515,45,Sides,Cajun Filet Biscuit,Bojangle's Famous Chicken 'n Biscuits
640,44,Sandwiches,Cajun Filet Club Sandwich,Bojangle's Famous Chicken 'n Biscuits
495,43,Sandwiches,Cajun Filet Sandwich,Bojangle's Famous Chicken 'n Biscuits
730,62,Kid's Meals,Chicken Leg Kids’ meal,Bojangle's Famous Chicken 'n Biscuits
460,33,Salads,Chicken Supremes Salad,Bojangle's Famous Chicken 'n Biscuits
270,36,Desserts,Cinnamon Pecan Twist,Bojangle's Famous Chicken 'n Biscuits
0,0,Drinks,Coffee (16oz),Bojangle's Famous Chicken 'n Biscuits
0,0,Drinks,Coffee (22oz),Bojangle's Famous Chicken 'n Biscuits
255,18,Sides,Cole Slaw,Bojangle's Famous Chicken 'n Biscuits
870,61,Sides,Cole Slaw,Bojangle's Famous Chicken 'n Biscuits
480,34,Breakfast,Country Ham & Egg Biscuit,Bojangle's Famous Chicken 'n Biscuits
355,33,Breakfast,Country Ham Biscuit,Bojangle's Famous Chicken 'n Biscuits
1280,121,Sandwiches,Grilled Chicken Sandwich on White Bun w/ fries,Chili's
1360,137,Sandwiches,Grilled Ham & Swiss Sandwich w/ fries,Chili's
680,68,Sandwiches,Grilled Ham & Swiss Sandwich w/ Fries (Lunch Combo),Chili's
310,1,Entrees,Grilled Salmon w/ Garlic & Herbs,Chili's
580,38,Seafood,Grilled Salmon w/ Garlic & Herbs,Chili's
45,3,Sides,Guacamole,Chili's
760,14,Entrees,Half Rack of Baby Back Ribs,Chili's
380,61,Sides,Homestyle Fries,Chili's
140,34,Sides,Honey Chipotle Sauce,Chili's
1610,139,Appetizers,Hot Spinach & Artichoke Dip w/ Chips,Chili's
180,15,Salads,House Salad No Dressing,Chili's
2210,136,Burgers,Jalapeno Smokehouse Burger w/ Ranch with fries,Chili's
210,11,Soups,Loaded Baked Potato Soup,Chili's
410,22,Soups,Loaded Baked Potato Soup,Chili's
390,28,Sides,Loaded Mashed Potatoes,Chili's
90,7,Salads,Lunch House Salad No Dressing,Chili's
550,62,Chicken,Margarita Grilled Chicken,Chili's
260,15,Chicken,Margarita Grilled Chicken (Lunch Combo),Chili's
280,31,Sides,Mashed Potatoes w/ Black Pepper Gravy,Chili's
1990,137,Ribs,Memphis Dry Rub Ribs,Chili's
1080,82,Ribs,Memphis Dry Rub Ribs (1/2 rack),Chili's
1020,144,Desserts,Molten Chocolate Cake,Chili's
515,35,Breakfast,Egg & Cheese Biscuit,Bojangle's Famous Chicken 'n Biscuits
190,9,Salads,Garden Salad,Bojangle's Famous Chicken 'n Biscuits
390,43,Breakfast,Gravy Biscuit,Bojangle's Famous Chicken 'n Biscuits
35,7,Sides,Green Beans,Bojangle's Famous Chicken 'n Biscuits
120,24,Sides,Green Beans,Bojangle's Famous Chicken 'n Biscuits
520,34,Sandwiches,Grilled Chicken Club,Bojangle's Famous Chicken 'n Biscuits
305,11,Salads,Grilled Chicken Salad,Bojangle's Famous Chicken 'n Biscuits
375,33,Sandwiches,Grilled Chicken Sandwich,Bojangle's Famous Chicken 'n Biscuits
230,9,Chicken,Leg,Bojangle's Famous Chicken 'n Biscuits
735,86,Kid's Meals,Mac ‘N Cheese Kids’ Meal,Bojangle's Famous Chicken 'n Biscuits
240,33,Sides,Macaroni ‘N Cheese,Bojangle's Famous Chicken 'n Biscuits
911,114,Sides,Macaroni ‘N Cheese,Bojangle's Famous Chicken 'n Biscuits
150,21,Sides,Mashed Potatoes ‘N Gravy,Bojangle's Famous Chicken 'n Biscuits
555,77,Sides,Mashed Potatoes ‘N Gravy,Bojangle's Famous Chicken 'n Biscuits
230,47,Sides,Picnic Grits,Bojangle's Famous Chicken 'n Biscuits
280,33,Breakfast,Plain Biscuit,Bojangle's Famous Chicken 'n Biscuits
280,9,Chicken,Roasted Chicken Bites,Bojangle's Famous Chicken 'n Biscuits
545,34,Breakfast,Sausage & Egg Biscuit,Bojangle's Famous Chicken 'n Biscuits
420,33,Breakfast,Sausage Biscuit,Bojangle's Famous Chicken 'n Biscuits
215,20,Sides,Seasoned Fries,Bojangle's Famous Chicken 'n Biscuits
300,27,Sides,Seasoned Fries,Bojangle's Famous Chicken 'n Biscuits
530,49,Sides,Seasoned Fries,Bojangle's Famous Chicken 'n Biscuits
555,44,Sides,Steak Biscuit,Bojangle's Famous Chicken 'n Biscuits
90,8,Chicken,Supreme,Bojangle's Famous Chicken 'n Biscuits
70,18,Drinks,"Sweet Iced Tea (16oz, with ice)",Bojangle's Famous Chicken 'n Biscuits
890,51,Chicken,Monterey Chicken®,Chili's
530,13,Chicken,Monterey Chicken® (Lunch Combo),Chili's
1540,126,Burgers,Mushroom-Swiss Burger w/ fries,Chili's
1310,128,Burgers,Oldtimer® Burger w/ fries,Chili's
2170,137,Ribs,Original Ribs,Chili's
1140,75,Ribs,Original Ribs (1/2 rack),Chili's
430,12,Salads,Over-The-Top Cobb Salad w/ Avocado Ranch,Chili's
570,67,Kid's Meals,Pepper Pals® Cheese Pizza,Chili's
470,42,Kid's Meals,Pepper Pals® Cheese Quesadilla,Chili's
460,61,Kid's Meals,Pepper Pals® Chocolate Shake,Chili's
270,31,Kid's Meals,Pepper Pals® Corn Dog,Chili's
380,19,Kid's Meals,Pepper Pals® Crispy Chicken Crispers,Chili's
530,30,Kid's Meals,Pepper Pals® Grilled Cheese Sandwich,Chili's
160,2,Kid's Meals,Pepper Pals® Grilled Chicken Platter,Chili's
230,21,Kid's Meals,Pepper Pals® Grilled Chicken Sandwich,Chili's
340,21,Kid's Meals,Pepper Pals® Little Chicken Crispers,Chili's
330,23,Kid's Meals,Pepper Pals® Little Mouth Burger,Chili's
400,24,Kid's Meals,Pepper Pals® Little Mouth Cheeseburger,Chili's
500,69,Kid's Meals,Pepper Pals® Macaroni & Cheese Kraft,Chili's
80,10,Kid's Meals,Pepper Pals® Side Celery Sticks w/ Ranch,Chili's
280,48,Kid's Meals,Pepper Pals® Side Cinnamon Apples,Chili's
150,32,Kid's Meals,Pepper Pals® Side Corn Cob w/o Butter,Chili's
190,30,Kid's Meals,Pepper Pals® Side Homestyle Fries,Chili's
130,22,Kid's Meals,Pepper Pals® Side Kernel Corn,Chili's
100,25,Drinks,"Sweet Iced Tea (22oz, with ice)",Bojangle's Famous Chicken 'n Biscuits
150,37,Drinks,"Sweet Iced Tea (32oz, with ice)",Bojangle's Famous Chicken 'n Biscuits
410,48,Desserts,Sweet Potato Pie,Bojangle's Famous Chicken 'n Biscuits
370,12,Chicken,Thigh,Bojangle's Famous Chicken 'n Biscuits
0,0,Drinks,"Unsweetened Iced Tea (16oz, with ice)",Bojangle's Famous Chicken 'n Biscuits
0,0,Drinks,"Unsweetened Iced Tea (22oz, with ice)",Bojangle's Famous Chicken 'n Biscuits
0,0,Drinks,"Unsweetened Iced Tea (32oz, with ice)",Bojangle's Famous Chicken 'n Biscuits
200,10,Chicken,Wing,Bojangle's Famous Chicken 'n Biscuits
35,8,Kid's Meals,Pepper Pals® Side Mandarin Oranges,Chili's
120,14,Kid's Meals,Pepper Pals® Side Mashed Potatoes – w/o Gravy,Chili's
35,9,Kid's Meals,Pepper Pals® Side Pineapple,Chili's
190,30,Kid's Meals,Pepper Pals® Side Rice,Chili's
130,14,Kid's Meals,Pepper Pals® Side Salad w/ Low Fat Ranch,Chili's
30,6,Kid's Meals,Pepper Pals® Side Steamed Broccoli,Chili's
1400,90,Salads,Quesadilla Explosion Salad,Chili's
480,6,Sides,Ranch Only as served w/ Chips,Chili's
190,30,Sides,Rice,Chili's
50,8,Sides,Salsa Only as served w/ Chips,Chili's
1320,126,Sandwiches,Santa Fe Chicken Wrap w/ Ancho-Chile Ranch & fries,Chili's
1680,166,Burgers,Shiner Bock® BBQ Burger w/ fries,Chili's
2310,168,Ribs,Shiner Bock® BBQ Ribs,Chili's
1200,91,Ribs,Shiner Bock® BBQ Ribs (1/2 rack),Chili's
1710,147,Appetizers,Skillet Queso w/ Chips,Chili's
60,2,Sides,Sour Cream,Chili's
2290,163,Burgers,Southern Smokehouse Burger w/ Ancho Chile BBQ & fries,Chili's
630,68,Sandwiches,Southwestern BLT Sandwich w/ Fries,Chili's
780,81,Appetizers,Southwestern Eggrolls w/ Avocado Ranch,Chili's
730,49,Sandwiches,American Original Chicken Sandwich,Burger King
330,28,Burgers,Bacon Cheeseburger,Burger King
420,34,Breakfast,"Bacon, Egg & Cheese Biscuit",Burger King
400,39,Breakfast,Biscuit – w/ Chicken Fritter (Chicken Biscuit),Burger King
680,76,Breakfast,Biscuits (2) & Sausage Gravy Platter,Burger King
650,50,Breakfast,Biscuit‐ w/ Breakfast Steak (Country Fried Steak),Burger King
470,33,Breakfast,Biscuit‐ w/ Country Ham (1 sl) & Egg and Cheese,Burger King
150,4,Entrees,Spicy Garlic & Lime Grilled Shrimp,Chili's
1010,115,Sandwiches,Steakhouse Sandwich w/ fries,Chili's
80,6,Sides,Steamed Broccoli,Chili's
450,31,Soups,Sweet Corn,Chili's
230,16,Soups,Sweet Corn,Chili's
200,32,Sides,Sweet Corn on the Cob w/ Butter,Chili's
1350,72,Appetizers,Texas Cheese Fries -1/2 order w/ Chili & Ranch,Chili's
1260,67,Appetizers,Texas Cheese Fries -1/2 order w/ Ranch,Chili's
2120,117,Appetizers,Texas Cheese Fries w/ Chili & Ranch,Chili's
1960,109,Appetizers,Texas Cheese Fries w/ Ranch,Chili's
850,51,Appetizers,Triple Dipper™ Big Mouth® Bites w/ Ranch,Chili's
810,43,Appetizers,Triple Dipper™ Boneless Buffalo Wings w/ Bleu Cheese,Chili's
340,21,Appetizers,Triple Dipper™ Chicken Crispers® No Dressing,Chili's
390,33,Appetizers,Triple Dipper™ Fried Cheese w/ Marinara Sauce,Chili's
1290,128,Appetizers,Triple Dipper™ Hot Spinach & Artichoke Dip w/ Chips,Chili's
560,54,Appetizers,Triple Dipper™ Southwestern Eggrolls w/ Avocado Ranch,Chili's
480,5,Appetizers,Triple Dipper™ Wings Over Buffalo® w/ Bleu Cheese,Chili's
360,62,Sides,"Wheat Bun, Plain",Chili's
690,7,Appetizers,Wings Over Buffalo® w/ Bleu Cheese,Chili's
590,57,Sandwiches,BK Big Fish® Sandwich,Burger King
410,53,Sandwiches,BK Big Fish® Sandwich w/o Tartar Sauce,Burger King
420,30,Burgers,BK Toppers™ Deluxe Cheeseburger,Burger King
410,27,Burgers,BK Toppers™ Mushroom and Swiss,Burger King
400,39,Burgers,BK Toppers™ Western BBQ Cheeseburger,Burger King
410,44,Burgers,BK Veggie® Burger,Burger King
450,44,Burgers,BK Veggie® Burger  w/ Cheese,Burger King
320,43,Burgers,BK Veggie® Burger  w/o Mayo,Burger King
500,32,Sides,BK® Chicken Fries (12 pc),Burger King
250,16,Sides,BK® Chicken Fries (6 pc),Burger King
380,24,Sides,BK® Chicken Fries (9 pc),Burger King
500,28,Burgers,BK® Double Stacker,Burger King
25,6,Sides,BK® Fresh Apple Fries,Burger King
240,23,Kid's Meals,BK® Kids Breakfast Muffin Sandwich,Burger King
800,30,Burgers,BK® Quad Stacker,Burger King
380,28,Burgers,BK® Single Stacker,Burger King
650,29,Burgers,BK® Triple Stacker,Burger King
770,41,Burgers,BK®Chef’s Choice Burger,Burger King
290,24,Breakfast,BK®Egg and Cheese Muffin,Burger King
540,17,Breakfast,BK™ Breakfast Bowl,Burger King
300,24,Breakfast,"BK™ Breakfast Burrito ‐ Bacon, Egg, Cheese, & Salsa",Burger King
320,29,Breakfast,"BK™ Breakfast Burrito ‐ Potato, Egg, Cheese, & Salsa",Burger King
440,25,Breakfast,"BK™ Breakfast Burrito ‐ Sausage, Egg, Cheese & Salsa",Burger King
480,41,Breakfast,BK™ Breakfast Ciabatta Club Sandwich,Burger King
810,57,Breakfast,BK™ Breakfast Platter,Burger King
1310,134,Breakfast,BK™ Ultimate Breakfast Platter,Burger King
530,89,Desserts,Brownie Sundae,Burger King
280,52,Desserts,Caramel Sundae,Burger King
300,28,Burgers,Cheeseburger,Burger King
380,28,Breakfast,Cheesy Bacon BK Wrapper®,Burger King
950,50,Chicken,Chicken Tenders® (20 pc),Burger King
190,10,Chicken,Chicken Tenders® (4 pc),Burger King
290,15,Chicken,Chicken Tenders® (6 pc),Burger King
380,20,Chicken,Chicken Tenders® (8 pc),Burger King
440,35,Chicken,Chicken Tenders® Sandwich,Burger King
330,47,Desserts,Chocolate Chip Cookies (2),Burger King
280,50,Desserts,Chocolate Fudge Sundae,Burger King
420,81,Shakes,Chocolate Milk Shake,Burger King
690,121,Shakes,Chocolate Milk Shake,Burger King
900,163,Shakes,Chocolate Milk Shake,Burger King
400,52,Breakfast,Cini‐minis (4 minis),Burger King
810,78,Sandwiches,Country Pork Sandwich,Burger King
360,26,Breakfast,"Croissan’wich® Bacon, Egg & Cheese",Burger King
320,26,Breakfast,Croissan’wich® Egg & Cheese,Burger King
350,27,Breakfast,"Croissan’wich® Ham, Egg & Cheese",Burger King
380,26,Breakfast,Croissan’wich® Sausage & Cheese,Burger King
490,27,Breakfast,"Croissan’wich® Sausage, Egg & Cheese",Burger King
490,29,Burgers,Double Bacon Cheeseburger,Burger King
450,29,Burgers,Double Cheeseburger,Burger King
440,27,Breakfast,"Double Croissan’wich™ w/ Bacon, Egg, & Cheese",Burger King
440,28,Breakfast,"Double Croissan’wich™ w/ Ham, Bacon, Egg, & Cheese",Burger King
570,28,Breakfast,"Double Croissan’wich™ w/ Ham, Sausage, Egg, & Cheese",Burger King
570,28,Breakfast,"Double Croissan’wich™ w/ Sausage, Bacon, Egg, & Cheese",Burger King
700,29,Breakfast,"Double Croissan’wich™ w/ Sausage, Egg, & Cheese",Burger King
360,28,Burgers,Double Hamburger,Burger King
900,51,Sandwiches,Double Whopper® Sandwich,Burger King
740,51,Sandwiches,Double Whopper® Sandwich w/o Mayo,Burger King
990,53,Sandwiches,Double Whopper® Sandwich with Cheese,Burger King
830,53,Sandwiches,Double Whopper® Sandwich with Cheese w/o Mayo,Burger King
320,46,Desserts,Dutch Apple Pie,Burger King
760,44,Breakfast,Enormous Omelet Sandwich,Burger King
110,31,Drinks,Fanta Cherry frozen concentrated beverage,Burger King
140,40,Drinks,Fanta Cherry frozen concentrated beverage,Burger King
540,69,French Fries,French Fries – large (Salted),Burger King
440,56,French Fries,French Fries – medium (Salted),Burger King
340,44,French Fries,French Fries – small (Salted),Burger King
220,28,French Fries,French Fries – value (Salted),Burger King
230,29,Breakfast,French Toast Sticks (3 piece),Burger King
380,49,Breakfast,French Toast Sticks (5 piece),Burger King
550,79,Breakfast,French Toast Sticks Platter w/ Bacon & Breakfast Syrup,Burger King
670,80,Breakfast,French Toast Sticks Platter w/ Sausage & Breakfast Syrup,Burger King
130,6,Salads,Garden Salad (no chicken),Burger King
60,9,Salads,Garlic Parmesan Croutons,Burger King
420,33,Breakfast,"Ham, Egg, & Cheese Biscuit",Burger King
260,28,Burgers,Hamburger,Burger King
670,65,Breakfast,Hash Browns – large,Burger King
500,48,Breakfast,Hash Browns – medium,Burger King
250,24,Breakfast,Hash Browns – small,Burger King
300,31,Desserts,Hershey®’s Sundae Pie,Burger King
520,50,Sandwiches,Italian Original Chicken Sandiwch,Burger King
210,4,Salads,Ken’s® Creamy Caesar Dressing (2 oz),Burger King
60,15,Salads,Ken’s® Fat Free Ranch Dressing (2 oz),Burger King
270,15,Salads,Ken’s® Honey Mustard Dressing (2 oz),Burger King
120,5,Salads,Ken’s® Light Italian Dressing (2 oz),Burger King
190,2,Salads,Ken’s® Ranch Dressing (2 oz),Burger King
45,10,Sides,Low Fat Caramel Sauce,Burger King
390,57,Breakfast,Mini Blueberry Biscuits with icing (4pc),Burger King
450,76,Desserts,Mini M & M® Sundae,Burger King
50,13,Sides,Motts’® Harvest Plus Applesauce,Burger King
280,24,Sides,Mozzarella Sticks (4 pc),Burger King
530,52,Sandwiches,Mustard Whopper® Sandwich,Burger King
310,46,Desserts,Oatmeal Raisin Cookies (2),Burger King
490,57,Sides,Onion Rings – large,Burger King
400,47,Sides,Onion Rings – medium,Burger King
310,36,Sides,Onion Rings – small,Burger King
150,17,Sides,Onion Rings – value,Burger King
440,77,Desserts,Oreo® Sundae,Burger King
690,48,Sandwiches,Original Chicken Club Sandwich,Burger King
630,46,Sandwiches,Original Chicken Sandwich,Burger King
420,46,Sandwiches,Original Chicken Sandwich w/o Mayo,Burger King
670,78,Breakfast,Pancake Platter w/ Sausage & 1 oz Breakfast Syrup,Burger King
500,77,Breakfast,Pancakes (3) and 1 oz breakfast syrup,Burger King
280,54,Desserts,Peach Granola Sundae,Burger King
270,55,Breakfast,Quaker® Oatmeal Maple and Brown Sugar Flavor,Burger King
140,23,Breakfast,Quaker® Oatmeal Original,Burger King
350,37,Burgers,Rodeo Cheeseburger,Burger King
420,32,Breakfast,Sausage Biscuit,Burger King
570,34,Breakfast,"Sausage, Egg, & Cheese Biscuit",Burger King
700,56,Breakfast,"Scrambled Egg Platter w/ Bacon (Scrambled Eggs, Biscuit, Hashbrowns, Bacon Slices)",Burger King
810,57,Breakfast,"Scrambled Egg Platter w/ Sausage (Scrambled Eggs, Biscuit, Hashbrowns, Sausage Patty)",Burger King
160,3,Breakfast,Side of Eggs,Burger King
90,12,Breakfast,Side of Southwest Potatoes,Burger King
40,2,Salads,Side Salad,Burger King
160,27,Desserts,Soft Serve Cone,Burger King
140,23,Desserts,Soft Serve Cup,Burger King
460,34,Sandwiches,Spicy Chick’n Crisp® Sandwich,Burger King
300,35,Sandwiches,Spicy Chick’n Crisp® Sandwich w/o Mayo,Burger King
360,32,Wraps,Spicy Chicken BK Wrapper™,Burger King
360,66,Shakes,Strawberry Milk Shake,Burger King
610,102,Shakes,Strawberry Milk Shake,Burger King
780,134,Shakes,Strawberry Milk Shake,Burger King
190,35,Desserts,Strawberry Sundae,Burger King
300,35,Desserts,Strawberry Swirl Cheesecake,Burger King
330,18,Chicken,Tacos (2),Burger King
470,26,Salads,Tendercrisp® Chicken Garden Salad,Burger King
750,58,Sandwiches,Tendercrisp® Chicken Sandwich,Burger King
540,57,Sandwiches,Tendercrisp® Chicken Sandwich w/o Mayo,Burger King
470,40,Sandwiches,Tendergrill® Chicken Sandwich,Burger King
360,40,Sandwiches,Tendergrill® Chicken Sandwich w/o Mayo,Burger King
290,8,Salads,Tendergrill™ Chicken Garden Salad,Burger King
1040,50,Sandwiches,Texas Double Whopper® Sandwich,Burger King
750,57,Sandwiches,Abc Special,Atlanta Bread Company
620,67,Breakfast,Almond Croissant,Atlanta Bread Company
420,65,Breakfast,Apple Croissant,Atlanta Bread Company
460,67,Breakfast,Apple Danish,Atlanta Bread Company
330,68,Breakfast,Apple Spice Bagel,Atlanta Bread Company
390,53,Breakfast,Asiago Bagel,Atlanta Bread Company
920,76,Entrees,Asiago Cream Pasta,Atlanta Bread Company
290,39,Breads,Asiago Focaccia,Atlanta Bread Company
80,14,Breads,Asiago Loaf,Atlanta Bread Company
330,60,Breads,Asiago Strip,Atlanta Bread Company
490,52,Breakfast,"Bacon, Egg & Cheese Sandwich",Atlanta Bread Company
330,23,Soups,Baja Chicken Enchilada,Atlanta Bread Company
230,23,Soups,Baked Potato,Atlanta Bread Company
330,35,Salads,Balsamic Bleu Salad,Atlanta Bread Company
610,63,Breakfast,Banana Nut Muffin,Atlanta Bread Company
420,39,Breakfast,Banana Nut Muffin Top,Atlanta Bread Company
500,6,Entrees,Basil Pesto Pasta,Atlanta Bread Company
320,52,Pizzas,Bbq Chicken Pizza,Atlanta Bread Company
540,71,Breakfast,Bear Claw,Atlanta Bread Company
530,83,Breakfast,Belgian Waffle With Maple Syrup & Whipped Cream,Atlanta Bread Company
610,34,Sandwiches,Bella Chicken Sandwich,Atlanta Bread Company
160,28,Kid's Meals,1% Lowfat Chocolate Milk*,Arby's
120,12,Kid's Meals,2% Reduced Fat White Milk*,Arby's
640,47,Sandwiches,Angus Cool Deli Sandwich,Arby's
620,41,Wraps,Angus Cool Deli Wrap,Arby's
660,46,Sandwiches,Angus Three Cheese & Bacon Sandwich,Arby's
440,68,Desserts,Apple Turnover,Arby's
80,21,Kid's Meals,Applesauce,Arby's
390,39,Sandwiches,Arby’s Melt,Arby's
15,3,Sandwiches,Arby’s Sauce® Adds,Arby's
520,43,Sandwiches,Bacon Beef ‘n Cheddar,Arby's
450,34,Breakfast,"Bacon, Egg & Cheese Biscuit",Arby's
450,43,Sandwiches,Beef’n Cheddar Classic,Arby's
680,46,Sandwiches,Beef’n Cheddar Max,Arby's
